id	Q1
463545062685962240	1
463516825587032064	1
463512470494396416	1
463510565676384256	1
463497460355444736	1
463495955799883776	1
463494718773809153	1
463483521664036865	1
463480172021575680	1
463479150507208705	1
463472010262097920	1
463459732398018560	1
463416113448386561	1
463396362911219712	1
463369729042694144	1
463357221053956096	1
463334491806003200	1
463332991675023362	1
463320298805555200	1
463318773777195008	1
463192447422849025	1
463149255138738176	1
463141842389704704	1
463133970809753600	1
463108625859629056	1
463071515463135233	1
463019508761112576	1
462994914205523968	1
462980973098192897	1
462979361650376704	1
462936820054257664	1
462859803610460160	1
462831473872371712	1
462823781325492224	1
462813353346613248	1
462808177411915777	1
462786950663905280	1
462786864215523328	1
462782705269084160	1
462764754483023872	1
462758674512244736	1
462755601123377152	1
462751794456961024	1
462749687809081344	1
462749056486621184	1
462741800575594496	1
462726329285087232	1
462718117559668736	1
462711818000297985	1
462706420052287489	1
462703361180303360	1
462701060650717184	1
462700278329126912	1
462697925198348288	1
462673611544092673	1
462670545872777216	1
462666391443632128	1
462656440784920576	1
462624944254636032	1
462604547526230016	1
462598909211443200	1
462592928569753600	1
462578667089301504	1
462487093798006784	1
462474758320189440	1
462473218314731520	1
462466171024191488	1
462463385914077184	1
462441941981200384	1
462423664688775169	1
462421346610585600	1
462413413394567169	1
462411537190121472	1
462409512557637633	1
462406990971801601	1
462395947147075584	1
462393244106514433	1
462392874492231681	1
462369886937694208	1
462368633839054848	1
462365038892683264	1
462362834371088385	1
462350333679632384	1
462349867226910720	1
462323500896632832	1
462313926261489672	1
462310599016591361	1
462309868503072769	1
462244540192391169	1
462214528206643200	1
462098726962470914	1
462075181771399168	1
462066380511383554	1
462054184280653824	1
462047890534567936	1
462038976157995009	1
462034928448720896	1
461994357034582016	1
461978636795777025	1
461933910004215808	1
461928306238308352	1
461890881243844608	1
461866627420545024	1
461732452801597440	1
461723284162502656	1
461721857247694848	1
461718545634951168	1
470784327752892416	1
470316307016335360	1
463013433164959745	1
472946087444353024	1
472942579097812993	1
472934986144694272	1
472933635302359040	1
472932793283252224	1
472928391746699264	1
472928230425391104	1
472926849413427200	1
472926753741348864	1
472920081132167169	1
472919560421933056	1
472918839211360256	1
472918004184150018	1
472916323702685697	1
472907440410075137	1
472907151611265024	1
472902428300705792	1
472897426022760448	1
472896726366715905	1
472895637596291072	1
472892588169891842	1
472892216315490304	1
472889956101529601	1
472880095548678144	1
472875394560192513	1
472874653867057154	1
472871261505593344	1
472870701696045056	1
472868411891273728	1
472865074273861632	1
472861527490707456	1
472861032604766208	1
472853372840992768	1
472849247306391552	1
472844792825909248	1
472844136408969216	1
472841560498118657	1
472839082343923712	1
472833757251375105	1
472823770131210240	1
472820479951405056	1
472819819851825152	1
472816949505040384	1
472810240933912576	1
472810156716482560	1
472809409731895296	1
472808775540572160	1
472806884383408129	1
472803541007216640	1
472799345801449472	1
472796793269264386	1
472794674315292672	1
472794236467675136	1
472791032313434112	1
472790800011902977	1
472781892446846976	1
472781180010758145	1
472779373494677504	1
472779155080101888	1
472771498579865600	1
472766886396977152	1
472766181015695360	1
472760196146921475	1
472759274062360576	1
472756975848415232	1
472756330105548801	1
472753940548042752	1
472748188123017216	1
472744621366603776	1
472743637609349120	1
472743033696694272	1
472742337828110336	1
472741496337477633	1
472739554055974912	1
472733059625025536	1
472732143974899712	1
472718613141782528	1
472707036254175232	1
472706845879308288	1
472706244092784640	1
472661816838193152	1
472633101881839616	1
472630896215228416	1
472626899479715840	1
472621583618805760	1
472619725428895744	1
472619455181500416	1
472619076008030208	1
472616405620117504	1
472613816963186688	1
472613479099404288	1
472612027102662656	1
472611556921200640	1
472609230848286720	1
472608771618136064	1
472600643325394945	1
472595718763327488	1
472595010068946944	1
472594608082681856	1
472594324790992896	1
472590254960963584	1
472588401980362752	1
472587730653028352	1
472586852537741312	1
472580949612691456	1
472579139812491264	1
472578687012196352	1
472577843319545856	1
472574779120418816	1
472573392629944320	1
472568180716879873	1
472563806938619904	1
472562766113677312	1
472562725521215489	1
472559897624985600	1
472559575049461760	1
472557586152439808	1
472555492871786496	1
472548426694266880	1
472545333616996352	1
472541553538637824	1
472540426420101120	1
472540273436680192	1
472538663956799488	1
472538649452507136	1
472538299111071745	1
472538149109788672	1
472535848320532480	1
472535573513895936	1
472531077580738560	1
472530984924372992	1
472530897468928002	1
472530863633092608	1
472530436552679424	1
472526036266385409	1
472524290223800320	1
472521580141371392	1
472520763451650049	1
472520567233724416	1
472519020898697216	1
472518552055218176	1
472517059247874049	1
472513777976758272	1
472512232539324417	1
472511141222961152	1
472511008058003456	1
472510322952400896	1
472510094895501312	1
472510042764500992	1
472509520191975424	1
472507911311089666	1
472505961404727296	1
472503490410213376	1
472500783372857344	1
472499899624591360	1
472499516558409728	1
472497598897856512	1
472496238492135425	1
472495543311409152	1
472495040003338241	1
472488790393901057	1
472478010319577088	1
472476963651981312	1
472476376239702016	1
472475223405891585	1
472475022934564865	1
472473331372134401	1
472469564455133184	1
472465749488177152	1
472465479475683328	1
472460620995248128	1
472448464635564032	1
472444655892570112	1
472430670267301888	1
472429610932514816	1
472428056188289025	1
472422272784166913	1
472420155469737985	1
472417742264360960	1
472414841194311680	1
472413303864832000	1
472408466188144640	1
472401706979176448	1
472396811744051200	1
472394321929318402	1
472386001030365184	1
472355214415384576	1
472355140834713601	1
472342882301784064	1
472290625275322368	1
472268785207226368	1
472259313944502273	1
472257238229192705	1
472251112461176832	1
472241839379345408	1
472232266731507712	1
472230960855932928	1
472224648340713472	1
472224504274747392	1
472224229619154944	1
472223295639924736	1
472222828641914881	1
472220579530285056	1
472219688286826497	1
472219165202599937	1
472218620698066944	1
472216559671578624	1
472205957381246976	1
472205304466505728	1
472200163520679936	1
472198999731351552	1
472196057750056961	1
472194120283611136	1
472189115442954240	1
472184747406688256	1
472181621425459200	1
472174406278868992	1
472172765106417664	1
472162210614362112	1
472158631837073408	1
472149967059304451	1
472143258165215233	1
472137322746892289	1
472134868714131457	1
472126982084636674	1
472122124199419904	1
472118817053999104	1
472118186008002560	1
472098448896823296	1
472094683418882048	1
472090180741234688	1
472089495584931840	1
472087031712317441	1
472082992727621632	1
472080141074833408	1
472076456520978432	1
472064748906110976	1
472056269013258240	1
472052670761824257	1
472048137549668352	1
472046985990930432	1
472037010408894465	1
472018198960025600	1
472004391529365504	1
472000140329623553	1
471891198106296321	1
471883719817445376	1
471871633917882369	1
471871090978217985	1
471861891237568512	1
471858144306409474	1
471845009181147137	1
471841653054263296	1
471830152130072576	1
471829577816612864	1
471829489409073152	1
471822126752620544	1
471820952830242816	1
471819826873511937	1
471815695991582720	1
471814351796858880	1
471812946142957568	1
471809756366376963	1
471808050215399424	1
471807079787687936	1
471806658142695427	1
471803210542620672	1
471792321013776384	1
471781009340776448	1
471776217973403648	1
471772860919611394	1
471769900579446784	1
471768816850989056	1
471766134757527553	1
471761203077722112	1
471759427360813056	1
471744207649247232	1
471730974477549568	1
471724840760930305	1
471705392205271040	1
471705364652904448	1
471703588113498112	1
471677065138552832	1
471676785323945984	1
471652202285895681	1
471646107458883584	1
471637316961054720	1
471633445228404736	1
471554290033885184	1
471543822695288832	1
471533266189959168	1
471517656101953536	1
471510582588604416	1
471509849940180992	1
471505740591808512	1
471505729749532672	1
471505729749532672	1
471504684835151872	1
471500540464361472	1
471494226795319296	1
471490647182946304	1
471489507590959104	1
471484366477348865	1
471483446125023232	1
471482297389027329	1
471478878457065472	1
471478630158450688	1
471477496480038912	1
471477394013192192	1
471471140133949440	1
471465644358397952	1
471464286603460609	1
471457111281389568	1
471456967412957185	1
471454316759625728	1
471450127354171392	1
471449231623204866	1
471448421849903104	1
471435866783895552	1
471431499133501440	1
471429305038557185	1
471425820238413825	1
471420888550608896	1
471420276740067328	1
471416437148364800	1
471412426135453698	1
471406077402443776	1
471401617418616834	1
471398851849760768	1
471391674992979968	1
471381204366004224	1
471377523956523009	1
471369171725742080	1
471357967993159680	1
471356200828014593	1
471354455360028672	1
471346827720421376	1
471345969628741632	1
471338667160911872	1
471325545788342273	1
471319265396527104	1
471312811931754498	1
471312746018258944	1
471308955462139906	1
471292041935474688	1
471280957966675968	1
471275012213575680	1
471273943622758401	1
471266313722011651	1
471258510786039808	1
471241249702555648	1
471241137228087296	1
471203526677651456	1
471176058688262144	1
471171921686843392	1
471171409453252608	1
471158778017357824	1
471149195433639936	1
471142528209936385	1
471141897080438784	1
471141599893020672	1
471132653530271745	1
471127602741407744	1
471127341242908672	1
471127186985222145	1
471122324331433984	1
471117419055185920	1
471115784866263041	1
471115658223034368	1
471106466829836290	1
471105106222395392	1
471099557347328000	1
471098225752293376	1
471097360949714944	1
471096934636478464	1
471094396939542528	1
471091545832431616	1
471083602323988481	1
471081942621110272	1
471080533024595969	1
471079942810501120	1
471076000584204288	1
471075434227326976	1
471072335601360897	1
471072228403318784	1
471070880769273856	1
471069612109725696	1
471067272229167104	1
471067059699613696	1
471061011881922560	1
471059215810039808	1
471056747126616064	1
471050487307841536	1
471050291207741440	1
471049692051435520	1
471047158477512704	1
471040568840441856	1
471040279936790528	1
471038975927652352	1
471031514013392897	1
471028325335719936	1
471027669413294080	1
471026184726540288	1
471023925703364608	1
471013690477936640	1
471011314241118208	1
471010654913302528	1
471005020184653824	1
471003558092214272	1
470998709179015169	1
470991611132784640	1
470982593807003648	1
470982090457374720	1
470981770704211968	1
470979500453666816	1
470977267909554176	1
470970911710277633	1
470966562883903490	1
470966405668827136	1
470966366166872064	1
470965831854477312	1
470964938429984768	1
470964010310201345	1
470960003109912576	1
470958463045353473	1
470955636155768832	1
470954323602444288	1
470953330978865152	1
470951983621632001	1
470946915153350656	1
470942796644630528	1
470940680249180161	1
470940183895224320	1
470935106237259776	1
470934660009033729	1
470932761373863936	1
470929324804423680	1
470920992110694400	1
470918960926302208	1
470908932685574144	1
470905947905605632	1
470850614977900545	1
470830017006809088	1
470817419410550784	1
470811403830317058	1
470805882692198400	1
470803910307758082	1
470803161989783552	1
470795755960430592	1
470794038464233472	1
470791080330682368	1
470788999188316160	1
470781462128914432	1
470781002001166336	1
470779615095844864	1
470772998547730432	1
470771570957631489	1
470770261135196161	1
470770219582230529	1
470767552063602688	1
470762631427813376	1
470760549094268928	1
470758193346658304	1
470756253195833344	1
470754629308153856	1
470752475411402752	1
470750511642447872	1
470744354735542272	1
470742397266440192	1
470741965588688896	1
470736643641851906	1
470733634480402432	1
470733573289697280	1
470731829428101120	1
470725726031724544	1
470724258780688386	1
470723703815536641	1
470721843109040129	1
470721843046141953	1
470716079556141057	1
470715179563753472	1
470714134087352320	1
470713326226251777	1
470704988197761024	1
470704685972983808	1
470704405382049792	1
470704155544547328	1
470702896783581184	1
470701688479678464	1
470701675314163713	1
470701186505777153	1
470700999783751680	1
470690105167208448	1
470682768696152064	1
470682463925071872	1
470680092608593921	1
470677166901178368	1
470676216446734336	1
470675794705272832	1
470674972432936962	1
470668759985057792	1
470666085604130816	1
470662063682236417	1
470660057722793984	1
470659467403886592	1
470657856421650432	1
470654437417947137	1
470654351128924163	1
470650448350031872	1
470641537760886784	1
470637758693003265	1
470633371581046787	1
470631360575459328	1
470630310280179712	1
470629752890724352	1
470627660222459904	1
470620097149554688	1
470612236550291457	1
470605596744368128	1
470605480104960000	1
470602700628193282	1
470600831104868352	1
470600510555561984	1
470597747322945536	1
470595189757984768	1
470587608830345216	1
470584897447682048	1
470584599743959040	1
470582863348658176	1
470580420393074688	1
470580186279608320	1
470576971165220864	1
470576403188940800	1
470563966003843074	1
470561335148027904	1
470560492545908737	1
470556702191132673	1
470553205706067970	1
470516406522765312	1
470491786721624065	1
470462749747974144	1
470450242475675648	1
470449843526045696	1
470439108461215744	1
470435936463908864	1
470422610900434945	1
470421538123304961	1
470421283638099968	1
470420463538032640	1
470416519222919169	1
470414874871201792	1
470413684532314113	1
470413486489866240	1
470412176298377216	1
470410960855789568	1
470409712907726848	1
470409247004844032	1
470408778979246080	1
470406848575963137	1
470406257204269057	1
470403432885792768	1
470399669341007872	1
470398878295289856	1
470397018783768577	1
470396586208813057	1
470396323171401728	1
470392879240994816	1
470392353669533696	1
470391548086329344	1
470389841083920384	1
470387237801054208	1
470386005178974208	1
470383915572936704	1
470380162799132672	1
470375131932811264	1
470372142505553921	1
470370423494807553	1
470369442892087296	1
470368437748105216	1
470368360882925568	1
470366186610626560	1
470363746490396672	1
470363329450758144	1
470361383646011392	1
470360442460966913	1
470359740816445440	1
470359268903104512	1
470358736088088576	1
470356945380323329	1
470354295037362176	1
470353913011380224	1
470353047626207232	1
470352378227863552	1
470346966539313153	1
470342446405406720	1
470341734040600576	1
470340400402542592	1
470340154427596801	1
470336763660357632	1
470335791777218560	1
470333708310814720	1
470331906408845312	1
470329848259293184	1
470328807879352320	1
470326788552679424	1
470316255447367680	1
470315899657150464	1
470315786108555264	1
470314143384604672	1
470312082395508736	1
470310444406935553	1
470308417475997697	1
470306885204455425	1
470302391460696064	1
470301742702530561	1
470299658754211840	1
470299370848391168	1
470297886157471744	1
470289527920009217	1
470289111241457664	1
470287664642818048	1
470279379936116736	1
470279291318841344	1
470279149119340544	1
470271855535083520	1
470271803689283585	1
470267790197141504	1
470266703318749184	1
470265295593275393	1
470258168883601409	1
470257475674193921	1
470252096080863232	1
470249569771876354	1
470248875002179584	1
470241215494242304	1
470240374536306688	1
470239331488002048	1
470233601301553152	1
470228145095077888	1
470226979384741889	1
470225721131274240	1
470220802810732545	1
470214956731092992	1
470207795363860482	1
470203251271294976	1
470201261435158528	1
470191902139383809	1
470178757614243841	1
470147538822377473	1
470135562016673792	1
470107793794805760	1
470095617327652864	1
470094931558948864	1
470093586173014016	1
470086708483330048	1
470078367359045632	1
470078293480583169	1
470072530553016320	1
470068383619506176	1
470067998821449728	1
470066985716703232	1
470061534484631552	1
470056663580684288	1
470056208175742976	1
470055939845140481	1
470053784778186752	1
470049950383214592	1
470049140425359360	1
470045105529712640	1
470044990417412096	1
470044320737656832	1
470042559666876417	1
470040276824637440	1
470039649457815552	1
470039565390991361	1
470038993942642688	1
470036121549029376	1
470034983613370368	1
470030415341060097	1
470029944240623616	1
470029895398359041	1
470028705096818689	1
470023901205237761	1
470023864526065664	1
470023166203789314	1
470021179051634688	1
470020089958653952	1
470019643663339520	1
470016617116860416	1
470016192183554049	1
470014306994884608	1
470001927388819457	1
470001551638294528	1
470001455060238336	1
470000970395828224	1
470000065378263040	1
469999640377827328	1
469999588737572864	1
469998626761351168	1
469997999368966144	1
469996822723706881	1
469995324946526208	1
469993649434918912	1
469989014884204544	1
469988019685298176	1
469985364958920705	1
469984531320434688	1
469978896721780740	1
469977611960320000	1
469976823715991553	1
469975906363392001	1
469966301906354176	1
469964116757864449	1
469962845934088192	1
469962473622097921	1
469962467448467456	1
469952110256484352	1
469950283594743808	1
469946033322348544	1
469945246059872257	1
469941340382715904	1
469931058793029632	1
469922600656068608	1
469917284786794496	1
469914583168479232	1
469913080642957313	1
469911987267600384	1
469909107869499392	1
469897900584370176	1
469894671511334912	1
469882687927640065	1
469843446031978496	1
469828071982653440	1
469821347200516096	1
469815153018802176	1
469806706524839936	1
469799185542565888	1
469767241635221504	1
469766323971821568	1
469752658786807808	1
469724786013528064	1
469718516523098112	1
469714541254021120	1
469707415227998210	1
469707172020887553	1
469699604821577728	1
469697744991313922	1
469695184817893376	1
469694334699577344	1
469690419606192128	1
469687049067692033	1
469679986312773632	1
469675805917073408	1
469673350164656128	1
469671503240650752	1
469666947328913408	1
469666603328868352	1
469666183780655105	1
469657630412386304	1
469657446882242560	1
469653645836189697	1
469653640253558784	1
469644375686131712	1
469644285001080833	1
469638577899720704	1
469638081474084864	1
469635781943132160	1
469632144223240192	1
469631738982170624	1
469629124022398977	1
469629111237754883	1
469628778507808768	1
469625882475511809	1
469618959197958145	1
469616640900861952	1
469614384101068800	1
469611965380591616	1
469611212959797248	1
469610177499783170	1
469597890391048192	1
469595125375827968	1
469593099006930944	1
469587861504032769	1
469586680664850433	1
469580354492575744	1
469577246412652544	1
469560917491859456	1
469560017684017152	1
469554135101366273	1
469549838821244928	1
469546385621397504	1
469529444697141249	1
469523647301177344	1
469522696720883712	1
469516771649941504	1
469493937192042497	1
469493316971925504	1
469493289075621888	1
469479090169585665	1
469476578884608000	1
469474854912425984	1
469464853061828608	1
469456285654859778	1
469449922312294400	1
469432464205959168	1
469364277854605312	1
469356754531545088	1
469343145021300736	1
469341443619033088	1
469338651575721984	1
469331324449591296	1
469330407876739072	1
469327996726546432	1
469325235628826626	1
469323518824710144	1
469320472988221440	1
469319007741685760	1
469317176722472960	1
469314790188679168	1
469308353441959936	1
469307789060616192	1
469307699046666240	1
469306576575422465	1
469305901565087744	1
469305429760421888	1
469303314161885185	1
469302264868663296	1
469299183665819648	1
469296842854117376	1
469295428249591808	1
469294987964727298	1
469283218969993216	1
469282186567647232	1
469280904196939777	1
469277388803960833	1
469275375022141440	1
469272745327751168	1
469272718710681600	1
469271353955483648	1
469268356147994624	1
469258320365498368	1
469254124224413696	1
469253185836560384	1
469247259784519680	1
469246685101973504	1
469246307303821312	1
469244435021430784	1
469225207581122561	1
469207698106376192	1
469185314716921856	1
469183631634989056	1
469173912212111360	1
469168580068900864	1
469164010424635393	1
469159225504301056	1
469140959788552192	1
469136065505542144	1
469120992304840705	1
469074353230188544	1
468999494659764224	1
468998367259803649	1
468995136463310848	1
468989387527557120	1
468985687165767681	1
468977267486773248	1
468972513301905408	1
468971951089004545	1
468957554023084032	1
468956504805355520	1
468953529919741952	1
468953529919741952	1
468953161626292225	1
468952670964051968	1
468950232521510913	1
468947585122967552	1
468946849777586176	1
468941955058397184	1
468926652102504450	1
468923729758920706	1
468919984480354304	1
468919931665657856	1
468918957924442114	1
468914164107599874	1
468913619846316033	1
468913287284154369	1
468913041455988736	1
468907969804259328	1
468901964450123776	1
468896438685290496	1
468896346653876224	1
468893320782307329	1
468893304437100545	1
468893134752342017	1
468892646245924864	1
468889952655511553	1
468889383123550208	1
468888762437873664	1
468888370362728448	1
468867377808281601	1
468866459599667200	1
468864425882292225	1
468853703160905729	1
468853350835179521	1
468840614969085953	1
468840568500813824	1
468826885795762177	1
468823677724012544	1
468820442560876544	1
468811779129507841	1
468752488020312064	1
468752250329104384	1
468751557002276864	1
468748379515015169	1
468725979666337792	1
468642737651466240	1
468617220361580545	1
468606911068131329	1
468606874083139584	1
468603045119787008	1
468594619572568064	1
468594493181407233	1
468590836465152002	1
468586615125061632	1
468583484735639552	1
468576291072245760	1
468573194342133760	1
468569087132844032	1
468568564602265600	1
468566195931983874	1
468562563488567296	1
468554961945907200	1
468554865405202432	1
468551723163066368	1
468548111841771520	1
468545411490529280	1
468541956856221696	1
468538461478457344	1
468537291473170432	1
468534816326311936	1
468534711682605056	1
468534336137199616	1
468527569009393664	1
468522371553705984	1
468522344768884737	1
468519602461212672	1
468518343235080192	1
468516910087540736	1
468514707000000512	1
468507028319506433	1
468505205525344256	1
468503314146263040	1
468496308957761536	1
468491609198587905	1
468490189086928896	1
468490151002656768	1
468481804299554816	1
468478330497675264	1
468472979433996288	1
468460156779778048	1
